route_id,route_short_name,route_long_name,scheduled_trips,wheelchair_guaranteed_trips,wheelchair_explicit_ratio,wheelchair_explicit_percentage,wheelchair_data_coverage_percentage,bicycle_guaranteed_trips,bicycle_explicit_ratio,bicycle_explicit_percentage,bicycle_data_coverage_percentage
gr:nmbssncb:1108,S62,Luttre -- La Louvière-Sud,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:754,S63,Erquelinnes -- Charleroi-Central,15,0,0.0,0.0,0.0,15,1.0,100.0,100.0
gr:nmbssncb:755,S63,Maubeuge (FR) -- Charleroi-Central,18,0,0.0,0.0,0.0,18,1.0,100.0,100.0
gr:nmbssncb:1067,S64,Charleroi-Central -- Couvin,31,0,0.0,0.0,0.0,31,1.0,100.0,100.0
gr:nmbssncb:956,S7,Hal -- Malines,32,0,0.0,0.0,0.0,32,1.0,100.0,100.0
gr:nmbssncb:1071,S8,Louvain-la-Neuve -- Audenarde,3,0,0.0,0.0,0.0,3,1.0,100.0,100.0
gr:nmbssncb:1076,S8,Louvain-la-Neuve -- Bruxelles-Midi,5,0,0.0,0.0,0.0,5,1.0,100.0,100.0
gr:nmbssncb:1073,S8,Louvain-la-Neuve -- Zottegem,59,0,0.0,0.0,0.0,59,1.0,100.0,100.0
gr:nmbssncb:1077,S8,Namur -- Zottegem,1,0,0.0,0.0,0.0,1,1.0,100.0,100.0
gr:nmbssncb:1080,S8,Ottignies -- Louvain-la-Neuve,4,0,0.0,0.0,0.0,4,1.0,100.0,100.0
gr:nmbssncb:1079,S8,Ottignies -- Zottegem,1,0,0.0,0.0,0.0,1,1.0,100.0,100.0
gr:nmbssncb:969,S9,Nivelles -- Landen,30,0,0.0,0.0,0.0,30,1.0,100.0,100.0
gr:nmbssncb:970,S9,Nivelles -- Louvain,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:649,T,Bruges -- Knokke,12,0,0.0,0.0,0.0,12,1.0,100.0,100.0
gr:nmbssncb:653,T,Charleroi-Central -- Blankenberge,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:670,T,Gand-Saint-Pierre -- La Panne,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:656,T,Neerpelt -- Blankenberge,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:658,T,Schaerbeek -- Ostende,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
gr:nmbssncb:660,T,Tongres -- Ostende,2,0,0.0,0.0,0.0,2,1.0,100.0,100.0
